reviewerID,reviewText,normalized_overall
A1XJL3PQS35J7Q,I USE THIS FOR MY DIET SHAKES AND ITS THE BEST I ALSO LOVE THAT IT IS VERY EASY TO CLEAN AND OF COARSE I LOVE THE COLOR,PERFECT
A2OR94VN7XQCUO,FIRST OF ALL MY UNIT WAS FACTORY REFURBISHED SO HAD NO WARRANTY IT SMOKED ON THE FIRST USE AND DIED ON THE SECOND I ORDERED AN OSTER BLENDER AND ITS BEEN WORKING FINE EVER SINCE TWO OR THREE YEARS NEVER A PROBLEMBUT I WONT STOP THERE THOUGHT MAYBE I COULD FIND THE PROBLEM OR USE THE MOTOR FOR ANOTHER PROJECT SINCE I COULDNT RETURN THE UNIT TOOK IT APART AND WAS ABSOLUTELY FLABBERGASTED WITH WHAT I FOUND IM AN ELECTRICAL ENGINEER AND HAVE BEEN INVOLVED WITH DESIGNING AND BUILDING ALL SORTS OF THINGS THROUGH MY LIFE BUT THIS TAKES THE CAKE FOR POOR DESIGN AND UNSAFE PRACTICES THE MOTOR IS MOUNTED USING A PAPER NOT PLASTIC NOT CARDBOARD TUBE THAT FITS INTO A PLASTIC RIDGE AT THE TOP IT RESTS ON THE BOTTOM OF THE HOUSING ON A RUBBER GROMMET AND IS NOT ANCHORED IN PLACE EXCEPT FOR THIS PAPER TUBE SHAPED LIKE A TOILET PAPER CENTER SO I THREW THE BOTTOM HALF AWAY PUT A MASON JAR LID ON THE BOTTOM OF THE NICE GLASS JAR AND THOUGHT ID USE IT AS AN ORANGE JUICE CONTAINER BAD IDEA IT WONT POUR WITHOUT SLOPPING DOWN THE FRONT AND ALL OVER THE TABLETHIS IS JUNK AND SHAME SHAME ON YOU CUISINART IM SURE THEY BOUGHT IT FROM SOMEONE ELSE BECAUSE THEY WOULD NEVER HAVE DESIGNED SOMETHING THIS BADLY SOMEONE WAS MAKING IT AS A JOKE,NOTPERFECT
A7HRQ4T5NVZHE,ID LOWER MY NUMBER OF STARS BUT CANT BECAUSE THIS IS AN EDIT OF A PREVIOUS REVIEW I HAD THIS BLENDER FOR FOUR YEARS AN ADMITTEDLY LONG TIME BUT I USED IT VERY RARELY I NOTICED AFTER A YEAR OR SO THAT THERE WERE FINE BLACK PLASTIC BITS ON THE BASE OF THE BLENDER AFTER A FEW MORE YEARS OF USE THE PLASTIC MECHANISM IN THE BASE OF THE UNIT THAT SPINS THE BLADES SPLIT IN TWOMY HUSBAND AND I WERE GOING TO THROW IT IN THE TRASH BUT THEN FELT A WAVE OF GUILT ABOUT HOW IN OUR CONSUMERISTIC CULTURE WE NEVER REPAIR THINGS ANYMORE ETC SO HE WENT ONLINE AND ORDERED THE BROKEN PART FOR WHEN HE TRIED TO REPLACE IT WE REALIZED THAT AN INTERIOR SCREW HAD BECOME STRIPPED AND IT WAS IMPOSSIBLE TO REMOVE THE BROKEN PIECE THEN WE THREW IT IN THE TRASH AND BOUGHT AN OSTERIZER WHICH DOESNT HAVE ANY PLASTIC MOVING PARTS,NOTPERFECT
A3S6ECO7YDXT65,I CHOSE THIS BLENDER BECAUSE I LOVE THE COLOR PINK IT IS A FAIR PRICE FOR A BLENDER THAT WORKS WELL,PERFECT
A2KLXL588IOGU6,I LOVE THE BLENDER PORTION IT WORKS GREAT AT CRUSHING ICE AND OTHER ITEMS THE FOOD PROCESSOR IS ANOTHER STORY WORKS TO CHOP UP AND BLEND ITEMS BUT THE MOTOR NOISE ALONE HAS FORCED ME TO STOP USING IT WITH EACH USE THE NOISE IS LOUDER AND SO IRRITATING I AM EXTREMELY DISAPPOINTED THAT I CANT USE THE PROCESSOR PORTION OF IT AS MUCH AS I LOVE THE BLENDER I CANT RECOMMEND THE PURCHASE BECAUSE YOU WONT BE ABLE TO USE THE PROCESSOR WITHOUT EAR PLUGS,NOTPERFECT
A3AAYKRUA4EZ7P,THIS BLENDER SUCKS IT DOES NOT WORK EVERYTHING JUST SITS THERE AND I HAVE TO USE A SPOON EVERY FEW SECONDS TO MIX IT UP DO NOT BUY THIS BLENDER IT WILL SAVE YOU TIME AND A HEADACHE YOU IF BUY A DIFFERENT ONE,NOTPERFECT
A1OCNLFPLE66EP,I ADMIT I PRIMARILY GOT IT BECAUSE IT WAS PINKHOWEVER THE SECOND REASON I CHOSE IT OVER THE KITCHENAID BLENDER WAS BECAUSE IT HAD A GLASS CARAFE THAT WONT CRACK DISCOLOR OR DULL I SUPPOSE THE GLASS CARAFE COULD CRACK BUT ID PROBABLY NEED TO TAKE A SLEDGE HAMMER TO IT LOLIT ALSO CRUSHES ICE LIKE NOBODYS BUSINESS WHICH WAS THE FINAL DECIDING FACTOR A COUPLE OTHER REVIEWS MENTIONED ISSUES WITH THE BUTTON LABELS PEELING OFF UNDER WARRANTY ID HAVE GOTTEN AN IMMEDIATE REPLACEMENT COULD HAVE MISSED QC DRIPPING INTO THE BLADE HOUSING NO CLUE HOW THAT COULD HAPPEN UNLESS THE USER HELD A GLASS DIRECTLY OVER THE BLADE SEAT AND THE MOTOR BURNING OUT AFTER ONLY YEARS NO MENTION WHETHER THE USE WAS EXTREMELY HEAVY OR NOT THOSE REALLY DIDNT CONCERN ME SINCE THERE WERE ONLY A FEW OF THOSE THE MORE PREDOMINANT REVIEWS WERE FAIRLY GLOWING AND THOSE I PAID ATTENTION TOMINE WONT GET DAILY ICE CRUSHING DUTIESONLY OCCASIONALAND I HAVE NO PLANS TO TRY AND CRUSH SEEDSNUTSCINNAMON STICKS THATS WHAT MY SPICE GRINDER AND FOOD PROCESSOR ARE FOR SO THAT DOESNT REALLY CONCERN ME THE ONLY THING THAT I WOULD HAVE WISHED FOR IS A METAL MOTOR HOUSING INSTEAD OF PLASTIC ILL JUST HAVE TO BE A LITTLE EXTRA CAREFUL WITH IT ITS THE SOLE REASON I TOOK OFF STAR BUT THIS IS PROBABLY NORMAL FOR MODERN SMALL APPLIANCES UNFORTUNATELY ALMOST NOTHING IS MADE TO LAST ANY LONGER PLANNED OBSOLESENCEREPLACEMENT SO THEY CAN KEEP SELING THEM LOLIM MORE THAN PLEASED WITH MY CHOICE,NOTPERFECT
A1SNLS0V9EQ81C,I LOVE PINK APPLIANCES AND THEY ARE VERY HARD TO FIND THIS BLENDER MATCHES ALL MY OTHER PINK APPLIANCES AND IS ALSO A QUALITY PRODUCT I WOULD HIGHLY RECOMMEND IT,PERFECT
A8K72KIDFS0N8,THIS BLENDER SOUNDS LOUDER THAN A JET PLANE AND WHEN YOURE THROUGH HOLDING IT TOGETHER THE FOOD LOOKS THE SAME AS WHEN YOU PUT IT IN IT DOES NOT BLEND A TERRIBLE PRODUCT IVE BEEN DISAPPOINTED IN THIS BRAND NAME BEFORE BUT THIS UNBLENDER SURPASSES EVEN THEIR WORST,NOTPERFECT
A19RYF0E10AO5R,MY WIFE LOVE THIS BLENDER LOOKS GREAT I HAS A LARGE DOUBT WHIT THIS BLENDER BUT ITS ARRIVED AT HOME IM FEEL GOOD BECAUSE ITS REALLY REALLY VERY GOOD LOOKING OVER MY COUNTER,PERFECT
AQNH9ZJH9DAWR,THIS IS A GREAT BLENDER I HAD A CUISINART DUET BEFORE WHICH STILL WORKS BUT ITS NOT NEARLY AS PRETTY AS THIS PINK ONE ITS REASONABLY QUIET AND DOES THE JOB CUISINART MACHINES ARE GENERALLY A GOOD INVESTMENT ILL HAVE TO USE IT MORE TO SEE IF ITS REALLY A GREAT PRODUCT,PERFECT
A24BNVIG5SJ7X0,THIS BLENDER REPLACED A SUNBEAM I HAD FOR YEARS THE JAR IS OVERSIZED AND SUPPORTED BY SMALL BLADES PLACED IN A SMALL OPENING AT THE BASE OF VESSEL ISOLATED FROM THE MASS INSIDE IT TAKES FOREVER TO BLEND ANYTHING SMOOTH AFTER OPERATING THE MOTOR FOR MORE THAN A FEW MOMENTS IT BEGINS TO EMIT A STRONG BURNING SMELL THE PLASTIC DRIVE ASSEMBLY FOR THE BLADES SNAPPED OFF IN THE FIRST WEEK OF USE CUISINART REPLACED ONE FREE THE SECOND ONE COST ABOUT TWENTY DOLLARS I WOULD NOT RECOMMEND THIS BLENDER THERE ARE BETTER CHOICES,NOTPERFECT
A1LF3DXRTLNFUP,I OWN SEVERAL BLENDERS I LOVE THIS ONE THE SIZE IS PERFECT THE COLOR PLEASANT IT IS EASY TO OPERATE A MUST HAVE FOR A SMALL KITCHEN,PERFECT
A1WXO2QRAYJ5SU,THIS BLENDER DOES A GREAT JOB AND IS NOT TO HEAVY OR CUMBERSOME ITS EASY TO USE AND TAKE APART FOR CLEANING WOULD RECOMMEND THIS,PERFECT
A290W6FX2C6DG3,A PIECE OF TRASH FOR ICE CRUSHING MOTOR SOUNDS LIKE ITS ABOUT TO EXPLODE THE CUP IS JUST FRUSTRATION IF YOURE TRYING TO MAKE SMOOTHIES REPLACED IT WITH THE OSTER BEEHIVE CLASSIC WAY BETTER AND ACTUALLY QUIETER BECAUSE OF THE STURDY BASE,NOTPERFECT
A36K5C7KOTRO72,NOT SURE WHY ALL THE BAD REVIEWS AS WE LOVED OURS I AM BACK TO BUY THE WATT UPGRADED VERSION OF THIS BLENDER IT HAS LASTED SEVERAL YEARS THROUGH ALMOST DAILY SMOOTHIE MAKING GREEN SMOOTHIES ARE A FAMILY FAVORITEI ADMIT I NEVER TRIED GRINDING UP DRY THINGS OR USING IT FOR MANY OTHER PURPOSES BUT FOR SMOOTHIES AND MIXED DRINKS IT WAS PERFECT AND DURABLE,NOTPERFECT
AUFYKEFTX777R,THIS IS A GREAT BLENDER THATS GOTTEN A BAD RAP IVE OWNED THIS MODEL FOR YEARS AND IT OUTPERFORMS ALL OTHERS FOR MY SPECIFIC TASK PUREEING PROGRESSOS MANHATTAN CLAM CHOWDER THE ICE CRUSHERS DONT LIQUEFY THE CLAM PIECES THE CUISINART PUREES THEIR LITTLE HEARTS OUT THE MECHANICAL CONSTRUCTION IS STILL THE ACHILLES HEEL BUT IF I CAN GET YEARS DAILY SERVICE FOR BUCKS IM GOODBTW PROGRESSO MANHATTAN CLAM CHOWDER IS A WATERY MESS FROM THE CAN ONCE ITS THROUGHLY BLENDED LIKE A SHRIMP BISQUE ITS A WORLD CLASS SOUP ID PUT IT UP AGAINST ANYTHING IN A TOP RESTAURANT IVE HAD ONE CAN A DAY FOR TWENTY YEARS UNFORTUNATELY THIS DOESNT WORK FOR OTHER PROGRESSO SOUPS THEYRE ALREADY TOO THICK ANOTHER STROKE OF GENIUS BLENDING PEA SOUP WITH VEGETABLE SOUP BUT THIS ONLY WORKS FOR MIDPRICE RESTAURANT SOUPS,PERFECT
ANLJ5VPEBNP4G,READ OTHER REVIEWS THE DRIVE ON THIS UNIT FAILS I PROBABLY USED THIS BLENDER ONLY AROUND TIMES OVER THE PAST YEAR AND NOW ITS BROKENDO NOT BUY,NOTPERFECT
A2TPG89E43NFGC,THIS IS A HIGH QUALITY BLENDER THAT IS MADE TO LAST I HAVE HAD MANY BLENDERS OVER THE PAST DECADE AND THIS IS BY FAR THE BEST WHETHER IT IS SMOOTHIES PANCAKE BATTER SHAKES ETCIT DOES A GREAT JOB HIGHLY RECOMMENDED,PERFECT
A1DH3PY5ZUYUDC,WORKED GREAT FOR THE THREE MONTHS THAT IT FUNCTIONED I LIKED THE GLASS JAR AND IT MADE GREAT SMOOTHIES IT WAS POWERFUL AND NEVER BOGGED DOWN THEN IT JUST QUIT WORKING IT IS MADE IN CHINA AND OF APPARENTLY POOR QUALITY TOO EXPENSIVE TO BUY ONE EVERY THREE MONTHS I WOULD LOOK FOR SOMETHING WITH BETTER REVIEWSI CHANGED MY REVIEW ON THIS FROM ONE STAR TO FOUR STARS BECAUSE THE MANUFACTURER STANDS BY THERE PRODUCT THEY REPLACED THE BLENDER WITH NO HASSLES HOWEVER IT STILL BROKE AFTER THREE MONTHS SO YOU SHOULD BE CAREFUL,NOTPERFECT
A2V9PN9M80W1DZ,THIS BLENDER IS UNRELIABLE AND DOES NOT WORK WELL FOR SMOOTHIES OUR MAIN USE FOR A BLENDER WHEN THE CUTTER ASSEMBLY BROKE AFTER USES I CONTACTED CUISINART ABOUT A WARRANTY REPLACEMENT SINCE THE BLENDER WAS PURCHASED AS A GIFT FROM OUR WEDDING REGISTRY WE DID NOT HAVE PROOF OF PURCHASE AND CUISINART DID NOT HONOR THE YEAR WARRANTYWE PURCHASED A REPLACEMENT PART FROM CUISINARTWEBSTORECOM WITH SHIPPING AND GOT THROUGH ANOTHER USES BEFORE THAT CUTTER ASSEMBLY BROKE AS WELL THIS TIME WITH A PROOF OF PURCHASE IN HAND I CALLED CUISINART CUSTOMER SERVICE AGAIN ONLY TO LEARN THEY DO NOT WARRANTY ITEMS BOUGHT AT THE WEBSTORE IE THE REPLACEMENT PART HAD NO WARRANTYIF WE COULD RATE A COMPANY BRAND HERE AS WELL I WOULD GIVE ONE STAR TO CUISINART IE CONAIR FOR THEIR SHODDY PRODUCT QUALITY AND POOR CUSTOMER SERVICE,NOTPERFECT
AAHPYPMYU7U2S,SUCH A SWEET BLENDER AND STURDY TOO I USE IT EVERY DAY BOUGHT THIS ONE AFTER A PLASTIC CONTAINER ONE BUSTED IN MID STREAM AND BLEW OUT ALL OVER MY NEW KITCHEN AND NEW WINDOWS TOO OH WOW LOVE LOVE LOVE THIS PINK BLENDER WORTH EVERY PENNY,PERFECT
A3C3P1H56NROV0,I HAD USED THIS BLENDER FOR BLENDING QUOTSOFTQUOT DRINKS LIKE SHAKES AND SMOOTHIES WITHOUT ICE BUT AFTER USING IT ONCE FOR BLENDING WITH FROZEN STRAWBERRIES THE PLASTIC PART THAT DRIVES THE BLENDER MECHANISM BROKE ITS MADE OF A HARD PLASTIC AND NOT A SOFTER PLASTIC THAT HAS SOME GIVE TO IT AS MANY OTHER BLENDERS DO THIS IS DEFINITELY NOT SOMETHING I WOULD EXPECT FROM CUISINART VERY DISAPPOINTED,NOTPERFECT
A14ZT88C4HY6QR,ID FORMERLY WRITTEN THAT ID SENT THE BASE FOR THIS BLENDER BACK TO CUISINART FOR REPAIRS NOT ONCE BUT TWICE AFTER THE PLASTIC GEARS BROKE BLENDING LIQUIDS LIQUIDS NOT EVEN THICK SAUCES OR HEAVEN FORBID ICE DESPITE THE ADVERTISEMENT OF THIS ITEM AS A BAR BLENDERWELL GUESS WHAT IT BROKE AGAIN WHEN BLENDING A THIN SOUP IM NOT GOING TO WASTE ANY MORE MONEY SENDING THIS THING BACK TO CUISINART AND WILL HAVE TO THINK TWICE ABOUT BUYING APPLIANCES FROM CUISINART AGAIN,NOTPERFECT
A2MG4VL89OZ3VU,MACY HAD THESE FOR SO I BOUGHT THREE ALL THREE FAILED WITHIN A VERY SHORT PERIOD OF TIMECUISINART CHARGES FOR WARRANTY REPAIR AND YOU HAVE TO PAY SHIPPING TO RETURN THEM TO CUISINART PLUS ALL THE TIME REQUIRED TO COPY YOUR SALES INVOICE REPACKAGE THE UNIT DELIVER IT TO THE POST OFFICE AND WAIT IN THAT LINE ALL FOR THE DIFFERENCE IN SIMPLY BUYING ANOTHER UNITTHEN AGAIN WHY BOTHER BUYING ANOTHER OR EVEN GETTING A WARRANTY REPLACEMENT SINCE YOULL BE GOING THROUGH THE SAME PROCESS A FEW MONTHS LATER,NOTPERFECT
A2M4QRSR8D62JD,I WAS VERY HESITANT TO PURCHASE THIS PRODUCT THIS PAST CHRISTMAS AFTER READING THE REVIEWS HERE ON AMAZON MY MOTHER HAD WANTED ONE FOR AWHILE BUT ALWAYS THOUGHT THEY WERE WELL OVER I FOUND A REFURBISHED ONE WHICH FURTHER MADE ME WORRY WONDERING WHY AMAZON HAD SO MANY REFURBS IF THE PRODUCT WAS RELIABLE AND DECIDED TO GIVE IT A TRYTHEY HAVE BEEN NOTHING BUT HAPPY WITH IT SINCE I GAVE IT TO THEM IT HAS BEEN USED ALMOST EVERY DAY SINCE CHRISTMAS AND THEY HAVE NOT HAD ONE PROBLEM CLEANING TAKES A LITTLE MORE TIME THAN A REGULAR MAKER BUT THEY SAY IT IS WELL WORTH IT FOR HOW FRESH THE COFFEE TASTESJUST REMEMBER OF PEOPLE WHO POST REVIEWS ARE THOSE WHO HAD PROBLEMS MOST PEOPLE WITHOUT PROBLEMS NEVER THINK TO BOTHERUPDATE APPARENTLY IT FINALLY DIED ABOUT MONTHS AGO SO IT MADE IT THROUGH YEARS OF ALMOST DAILY USE MY PARENTS LOVED IT SO MUCH THEY BOUGHT ANOTHER ONE ID STILL GIVE IT STARS THE MAIN REASON I THINK THESE DO BREAK NOW AND THEN IS BECAUSE YOU DO HAVE TO TAKE A COUPLE MINUTES EVERY TIME YOU USE THE GRIND FEATURE AND CLEAN IT OUT MY PARENTS DID THAT BUT I CAN CERTAINLY SEE A LOT OF PEOPLE GETTING LAZY AND NOT CLEANING IT EVERY TIME,PERFECT
A1YCS5ZVGMCAE6,UNRELIABLE AND HARD TO CLEANI TOOK FULL ADVANTAGE OF THE WARRANTEE ON THIS COFFEEMAKER WITH A ONLY MONTHS OF SERVICE THE GRIND MECHANISM BOUND AND COULDNT BE REMOVED CUISINART REPLACED UNDER THE WARRANTEE I DID HAVE TO PAY SHIPPING CHARGES LESS THAN A YEAR LATER A REPEAT PERFORMANCE AGAIN I PAID SHIPPING AND CUISINART REPLACED THE MACHINE WELL YOU KNOW WHAT HAPPENED THE THIRD ONE JUST WENT IN THE TRASH AS THE WARRANTEE EXPIRED TWO MONTHS AGOTHE MACHINE WAS ALWAYS DIFFICULT TO CLEAN SO KNOW I AM ONLINE TO LOOK AT MELITAS,NOTPERFECT
A3GVJ88EHS08RZ,IVE HAD TWO OF THESE MACHINES THE FIRST ONE LASTED ALMOST YEARS AND MADE OUTSTANDING COFFEE THE SECOND ONE MAKES ABSOLUTELY TERRIBLE COFFEE I HAVE COME TO THE CONCLUSION THAT THIS SECOND MACHINE DOESNT GET THE WATER HOT ENOUGH SO THE COFFEE IS WEAK AND BITTER NO MATTER WHAT I DO THE TEMP IN THE CARAFE AT THE CONCLUSION OF BREWING IS ONLY DEGREES I SPENT SO MUCH TIME AND MONEY THINKING IT WAS MY ERROR BUT NOW IM FAIRLY SURE IT ISNT MY FAULTIF YOU GET A GOOD ONE ITS GREAT BUT THE ONE I HAVE NOW MAKES UNDRINKABLE COFFEE I BOUGHT A REFURBISHED ONE THE SECOND TIME AROUND ILL NEVER MAKE THAT MISTAKE AGAIN THERES A REASON WHY THOSE PRODUCTS ARE SO MUCH CHEAPER,NOTPERFECT
AU9HLTOVI8PXT,WE HAVE HAD THIS MODEL FOR OVER A YEAR AND WHILE IT DOES MAKE GOOD COFFEE IT IS SUCH A PAIN TO CLEAN YOU HAVE TO REMOVE THE ENTIRE GRINDING FILTER MECHANISM EACH AND EVERY TIME COFFEE IS MADE ALSO THE GROUNDS SOMEHOW WIND UP GOING EVERYWHERE AND THE WATER RESERVOIR MUST BE CLEANED AT LEAST EVERY OR POTS IN ORDER TO KEEP THE GROUNDS OUT OF YOUR WATER IF I HAD IT TO DO OVER AGAIN ID SPEND THE EXTRA MONEY AND BUY THE CAPRESSO MACHINE MY MOTHER HAS THE CAPRESSO AND ITS MUCH BETTER,NOTPERFECT
A3LJMAAAZDTI3D,THIS COFFEE MAKER MAKES GOOD COFFEE BUT ALL THE LITTLE PARTS WHICH DONT FIT TOGETHER QUITE RIGHT WILL MAKE YOU CRAZY THIS IS A PAIN TO CLEAN THE BASKET IS LARGE AND OVER TIME BECAME MORE DIFFICULT TO REMOVE AFTER A FEW MONTHS I COULDNT GET IT OUT EVEN WITH A PLIERS ALSO AFTER A COUPLE OF MONTHS THE AUTOMATIC DRIP CONTROL BROKE OFF WHEN TRYING TO REMOVE THE BASKET I EMAILED THE VENDOR SEVERAL TIMES MORE REPAIR OR A REPLACEMENT PARTNO RESPONSE NOW THAT THE MACHINE HASNT BEEN CLEANED PROPERLY FOR A FEW MONTHS THE COFFEE DOESNT TASTE THAT GOOD IN THE TRASH IT GOES THE MACHINE ALSO BEEPS AT YOU A LOTLIKE I NEED ONE MORE COMPLAINT GOOD COFFEE BUT NEEDS DESIGN TWEAKS AND CUSTOMER SERVICE IMPROVEMENT,NOTPERFECT
A2K500ZD3ZMJV7,MY MOTHER BOUGHT THIS FOR MYSELF AND MY HUSBAND FOR XMESS ABOUT YEARS AGO WE WERE IN LOVE THE COFFEE IS AMAZING BETTER THAN ANYTHING YOU CAN GET AT STRBCKS AND WAKING UP TO FRESHLY GROUND FRESHLY BREWED COFFEE IS A FINE MOTIVATOR TO GET OUT OF BED IN THE MORNINGI LIKE THAT YOU CAN SET THE LENGTH THE HOT PLATE STAYS ON ALL THE WAY UP TO HOURS AS WELL THE ABILITY TO ADJUST THE TEMPERATURE OF THE HOTPLATE IN THE WINTER I LIKE MY COFFEE SCALDING BUT IN WARMER MONTHS I PREFER IT A BIT LESS HEATEDCLEANING THE MACHINE WHY IS THIS AN ISSUE FOR PEOPLE IT LITERALLY TAKES SECONDS TO RINSE THE PARTS OFF UNDER THE TAP YOU DONT WANT TO USE SOAP IN A COFFEE MAKER EVER WE USE A KITCHEN SCRUB BRUSH TO RINSE ALL THE GROUNDS OFF UNDER THE TAP AND THEN DRY THOROUGHLY BEFORE PUTTING IT BACK TOGETHER NOT DRYING TENDS TO CAUSE THE GROUNDS TO NOT TRANSFER PROPERLY INTO THE BASKETCOMPLAINTSHONESTLY YEARS WASNT ENOUGH TIME FOR ME I FEEL IT SHOULD HAVE LASTED LONGER AND EVEN THEN FOR TWO OF THOSE YEARS WE WERE LIMPING ALONG HAVING TO COAX IT INTO OPERATION MOST MORNINGS AFTER A WHILE SOME WATER OR SOMETHING GOT INTO THE COMPUTER AND WE COULD NO LONGER SET THE TIME OR USE ANY OF THE COMPUTERIZED CONTROLS BUT STILL WE PRESSED ON EVENTUALLY EVEN OUR TRICKS TO BYPASS THE QUIRKS STOPPED WORKING AND WE THREW IT OUT WE PLAN TO BUY ANOTHER VERY SOON BUT ARE DEBATING THE THERMAL CARAFE VERSION VS THIS ONETHIS IS A GREAT MACHINE A BIT OVER PRICED FOR THE LIFE SPAN BUT HOPEFULLY CUISINART WILL PULL THEIR HEADS OUT OF THEIR NETHERS AND MAKE ONE THAT DOESNT SUCK QUITE SO MUCH REGRADLESS WERE STILL GOING TO BUY ANOTHER THE QUALITY OF THE COFFEE IS UNSURPASSED BY ANY OTHER MACHINE SAVE MY PUMP ESPRESSO MACHINE AND WE LOVE OUR COFFEE AROUND HERE,NOTPERFECT
A2TDQ6U4FXYTNP,FIVE STARS FOR EXCELLENT COFFEE AND EASE OF USE I USE THE SINK SPRAYER AND HAVE NO TROUBLE RINSING GROUNDS OUT OF COFFEEMAKER I HAVE BOUGHT TWO FOR MY USE IN OUR TWO HOMES AND GIVEN TWO AS GIFTS FRESH GROUND COFFEE IS THE BEST IF YOU ARE GOING TO BUY THIS GRINDER BE SURE TO BUY THE GOLDTONED METAL FILTER PAPER FILTERS CHANGE THE TASTE OF THE COFFEEJUNE THIS LASTED TWO YEARS AND I WOULD BUY IT AGAIN IF THIS ITEM HAD NOT BEEN DISCONTINUED BY THE MANUFACTURER,NOTPERFECT
A1TJPMB7N776WS,I PURCHASED THIS CUISINART COFFEE MAKER WITH THE IDEA THAT I COULD SAVE TIME HAVING A MACHINE THAT COULD BOTH GRIND AND BREW I FOLLOWED THE DIRECTIONS ENCLOSED WITH THIS MACHINE AND FOUND THAT IT PRODUCED A WEAK PALLID CUP OF COFFEE OK SO NO PROBLEM I JUST ADDED MORE COFFEE BEANS AND LESS WATER AND SO ON AND SO ON WHAT I NOTICED WHEN I FAITHFULLY CLEANED THE PARTS OF THE MACHINE DAILY IS THAT THERE WAS QUITE A BIT OF COFFEE LEFT IN THE GRINDER AND THE SCREEN AND THAT A CUP OF COFFEE WAS NOW COSTING ME MORE BECAUSE OF THIS DESIGNOPERATIONAL FLAW IN OTHER WORDS I WAS HAVING TO USE MORE BEANS IN ORDER TO PRODUCE A STRONG CUP OF COFFEE BECAUSE MUCH OF THE BEAN GRIND WAS WASTED SO FIGURE IT OUT WITH COFFEE BEANS COSTING APPROX A POUND WHERE IM AT THIS COFFEE MAKER IS NOTHING BUT A BIG OVERBLOWN WASTE OF MONEY I WOULD DEFINITELY NOT RECOMMEND THIS MACHINE TO ANYONE IN FACT IM GOING TO REPACK IT AND GIVE IT TO MY HATEFUL BROTHER FOR CHRISTMAS,NOTPERFECT
AW38C6L08OLP4,OKAY PRODUCT MADE NICLY AND DURABLE YOU GET A GOOD CUP OF COFFEE AFTER BUYING THIS I WENT AND GOT A KURING KCUP WHICH IS MUCH NICER,PERFECT
A1T43UUK4EDHC2,THE DESIGN IS SUCH THAT YOU DO NOT GET MAXIMUM TASTE FROM THE COFFEE BEANS STAY AWAY FROM THIS MODEL A CHORE TO CLEAN PLUS MINE BROKE ABOUT A YEAR AFTER I BOUGHT ITIN A WAY I AM GLAD I GOT A MELITTA COFFEEMAKER TO REPLACE IT AND THE COFFEE TASTES MUCH BETTER,NOTPERFECT
A2PNOU7NXB1JE4,I THINK EVERYONE AGREES IT MAKES THE BEST COFFEE FOR A COFFEEMAKER IN ITS PRICE RANGE IT DOES TAKE LONGER TO CLEAN I PURCHASED A SECOND ONE AMAZON SALE FOR SINCE IT WAS CHEAPER THAN BUYING THE INDIVIDUAL REPLACEMENT PARTS I USE A SOAPY PAPERTOWEL TO WASH THE PIECES AND THEN THROW IT AWAY ONE SHOULD USE SOAP VS JUST RINSING TO RID THE PLASTIC OF THE COFFEE OILS THEN IF I WANT A SECOND POT I EITHER USE THE OTHER SET OF PARTS OR IF BOTH SETS ARE WET I DRY THE PIECES WITH A COUPLE OF PAPERTOWELS THIS PROBABLY TAKES MINUTES I THINK ITS WORTH THE TIME,NOTPERFECT
A1SOTV1K4O5OFV,THE IDEA OF A MACHINE THAT GROUND AMP BREWED COFFEE WAS TOO GOOD TO RESIST AND FOR A WHILE IT WAS FINE ALTHOUGHT ITS NOISE SCARED THE HECK OUT OF MY DOG WITHIN THE FIRST YEAR THE HEATING ELEMENT CROAKED SENT IT BACK AMP GOT A REPLACEMENT UNIT WHICH INCIDENTALLY ONLY IS WARRANTEED FOR THE BALANCE OF THE FIRST UNITS WARRANTY MONTHS LATER TODAY WITH A FULL POT OF COFFEE ON BOARD IT BURST INTO FLAME WHOA FORTUNATELY MY HUSBAND WAS IN THE KITCHEN AND TOOK CARE OF IT BEFORE THE HOUSE WENT UP IM GOING BACK TO BRAUN NO QUESTION,NOTPERFECT
A2AXWQVA5V9GPJ,WORKED GREAT FOR THE FIRST YEAR WE HAD IT WHEN WE USED IT MAYBE TIMESBUT AFTER THAT IT SEEMED LIKE NOTHING WOULD EVER REALLY FREEZE UP ENOUGH I LOOKED INTO THE PROBLEM AND DECIDED THAT I MIGHT HAVE DAMAGED THE COOLING CAPABILITY OF THE BOWL BY CLEANING IT WITH HOT WATER WHICH IS A NONOSO I BOUGHT A REPLACEMENT BOWL AND ONCE AGAIN FOR THE FIRST YEAR WITH A FEW USES IT SEEMED TO BE OKBUT NOW ONCE AGAIN ITS JUST NOT GETTING COLD ENOUGH AND THIS TIME I KNOW ITS NOT MY FAULT SINCE I HAVE BEEN VERY CAREFUL TO ONLY WASH THE BOWL IN COLD WATER,NOTPERFECT
